Boundary number,Yr_pass,Day_orbit,Hour,Minute,Second,Orbit_number,X_MSO (km),Y_MSO (km),Z_MSO (km)
5,2014,237,11,5,1,3379,-5602.032,4179.714,-1916.016
6,2014,237,11,37,18,3379,-6569.807,4554.755,-4762.34
7,2014,237,13,17,39,3379,-6073.57,3354.917,-10616.198
8,2014,237,13,40,4,3379,-5549.864,2836.478,-11342.287
1,2014,237,17,32,0,3380,2846.354,-2779.742,-3055.354
2,2014,237,17,34,30,3380,2862.709,-2740.07,-2685.922
3,2014,237,17,46,45,3380,2710.188,-2329.875,-706.603
4,2014,237,17,48,44,3380,2634.075,-2218,-364.428
5,2014,237,19,11,3,3380,-5689.35,4374.867,-2289.932
6,2014,237,19,36,26,3380,-6427.451,4671.006,-4522.372
7,2014,237,22,41,50,3380,-3676.529,1299.049,-12242.201
8,2014,237,23,13,7,3380,-2516.818,350.891,-12073.533
1,2014,238,0,30,36,3381,695.609,-1959.98,-9296.594
2,2014,238,1,3,36,3381,2006.072,-2695.664,-6695.993
3,2014,238,1,47,41,3381,2698.503,-2439.581,-902.997
4,2014,238,1,52,37,3381,2505.871,-2150.029,-51.256
5,2014,238,3,23,22,3381,-5964.711,4659.501,-3225.827
6,2014,238,3,42,22,3381,-6406.538,4809.565,-4834.705
7,2014,238,6,24,40,3381,-4292.887,1943.835,-12119.378
8,2014,238,6,29,37,3381,-4133.748,1798.826,-12166.548
1,2014,238,9,13,23,3382,2212.251,-2846.854,-5911.116
2,2014,238,9,24,59,3382,2540.442,-2938.102,-4566.31
3,2014,238,9,40,40,3382,2758.016,-2806.328,-2382.191
4,2014,238,9,52,54,3382,2544.794,-2316.083,-364.089
5,2014,238,11,15,44,3382,-5539.452,4602.798,-2339.014
6,2014,238,11,34,7,3382,-6107.811,4871.303,-3980.577
7,2014,238,14,43,20,3382,-3720.515,1524.607,-12233.786
8,2014,238,15,7,46,3382,-2861.637,755.959,-12173.928
1,2014,238,17,2,58,3383,1724.503,-2677.562,-7148.032
2,2014,238,17,30,14,3383,2552.675,-2988.646,-4161.679
3,2014,238,17,48,46,3383,2663.855,-2675.675,-1420.162
4,2014,238,17,52,9,3383,2593.219,-2524.126,-851.424
5,2014,238,19,20,7,3383,-5538.649,4756.731,-2553.072
6,2014,238,19,37,18,3383,-6040.614,4997.037,-4073.841
7,2014,238,22,51,14,3383,-3499.968,1412.65,-12244.148
8,2014,239,0,16,56,3383,-237.736,-1387.434,-10390.065
1,2014,239,1,4,56,3384,1666.979,-2706.021,-7159.008
2,2014,239,1,32,33,3384,2498.872,-3035.334,-4131.392
3,2014,239,1,50,30,3384,2616.471,-2738.254,-1477.699
4,2014,239,1,53,24,3384,2564.457,-2613.389,-992.749
5,2014,239,3,45,8,3384,-6064.46,5152.839,-4551.954
6,2014,239,3,48,15,3384,-6119.714,5168.064,-4804.65
7,2014,239,6,24,35,3384,-4371.701,2384.057,-12040.743
8,2014,239,7,37,54,3384,-1883.517,-7.402,-11786.586
1,2014,239,9,27,42,3385,2275.897,-3054.068,-4998.959
2,2014,239,9,29,22,3385,2319.034,-3065.332,-4797.752
3,2014,239,9,52,58,3385,2558.519,-2771.092,-1413.989
4,2014,239,9,58,3,3385,2444.468,-2521.754,-552.81
5,2014,239,11,39,41,3385,-5809.76,5204.978,-3922.417
6,2014,239,11,47,52,3385,-5979.876,5270.379,-4604.944
7,2014,239,14,28,59,3385,-4262.567,2395.445,-12069.743
8,2014,239,15,3,49,3385,-3172.04,1266.504,-12231.184
1,2014,239,17,33,22,3386,2306.6,-3117.347,-4560.757
2,2014,239,17,39,9,3386,2427.21,-3121.055,-3807.256
3,2014,239,17,51,46,3386,2532.25,-2931.056,-1947.389
4,2014,239,17,57,0,3386,2474.234,-2732.911,-1087.439
5,2014,239,19,21,32,3386,-5083.392,4945.667,-2102.763
6,2014,239,19,46,52,3386,-5823.118,5360.608,-4351.399
7,2014,239,22,19,4,3386,-4548.574,2848.228,-11889.208
8,2014,239,23,13,5,3386,-2911.437,1080.156,-12194.127
1,2014,240,1,26,36,3387,2010.328,-3076.613,-5606.205
2,2014,240,1,46,19,3387,2442.277,-3128.258,-3094.375
3,2014,240,1,55,24,3387,2468.238,-2927.077,-1697.124
4,2014,240,1,58,58,3387,2424.191,-2782.898,-1106.316
5,2014,240,3,13,11,3387,-4522.406,4696.211,-1097.705
6,2014,240,3,26,1,3387,-5083.85,5102.841,-2328.41
7,2014,240,6,34,44,3387,-4132.563,2504.33,-12086.944
8,2014,240,6,59,5,3387,-3411.681,1693.673,-12240.746
1,2014,240,9,14,4,3388,1480.487,-2836.085,-7086.325
2,2014,240,9,47,26,3388,2371.215,-3182.083,-3233.28
3,2014,240,10,0,14,3388,2384.29,-2863.394,-1242.641
4,2014,240,10,2,57,3388,2332.923,-2729.069,-782.403
5,2014,240,11,39,9,3388,-5343.826,5427.601,-3333.198
6,2014,240,11,42,54,3388,-5442.407,5484.13,-3661.493
7,2014,240,14,14,49,3388,-4652.705,3278.17,-11724.586
8,2014,240,15,5,11,3388,-3258.879,1617.957,-12239.506
1,2014,240,17,36,8,3389,2040.29,-3210.785,-4986.65
2,2014,240,17,50,18,3389,2321.141,-3216.08,-3119.994
3,2014,240,18,1,58,3389,2335.032,-2920.864,-1300.141
4,2014,240,18,6,20,3389,2248.917,-2694.206,-557.543
5,2014,240,19,14,45,3389,-4216.027,4750.341,-842.867
6,2014,240,19,31,42,3389,-4948.986,5327.073,-2470.11
7,2014,240,22,11,39,3389,-4714.607,3524.814,-11607.116
8,2014,240,22,52,29,3389,-3667.503,2197.634,-12203.7
1,2014,241,1,46,35,3390,2169.598,-3288.286,-3927.026
2,2014,241,1,46,45,3390,2172.756,-3288.167,-3904.686
3,2014,241,2,5,25,3390,2261.675,-2899.065,-1069.439
4,2014,241,2,10,14,3390,2143.716,-2612.537,-240.805
5,2014,241,3,31,25,3390,-4768.223,5354.015,-2250.144
6,2014,241,3,36,54,3390,-4955.469,5492.522,-2757.231
7,2014,241,5,48,54,3390,-5142.711,4327.674,-10899.85
8,2014,241,6,24,8,3390,-4415,3286.509,-11825.886
1,2014,241,9,47,46,3391,2091.155,-3325.715,-4046.083
2,2014,241,9,51,53,3391,2164.631,-3316.998,-3486.033
3,2014,241,10,7,44,3391,2204.354,-2926.884,-1028.525
4,2014,241,10,10,19,3391,2152.384,-2783.039,-586.328
5,2014,241,11,22,41,3391,-4226.723,5067.006,-1214.916
6,2014,241,11,40,42,3391,-4909.038,5621.021,-2913.791
7,2014,241,13,47,47,3391,-5118.749,4507.772,-10789.585
8,2014,241,14,25,49,3391,-4365.907,3380.348,-11817.534
1,2014,241,17,46,0,3392,1947.199,-3345.873,-4541.601
2,2014,241,17,46,10,3392,1951.025,-3346.975,-4520.642
3,2014,241,18,11,7,3392,2128.418,-2895.878,-805.375
4,2014,241,18,12,36,3392,2096.256,-2807.539,-550.013
5,2014,241,19,32,21,3392,-4454.419,5424.869,-1946.744
6,2014,241,19,58,9,3392,-5184.739,5958.883,-4250.536
7,2014,241,21,39,35,3392,-5191.625,4868.358,-10408.465
8,2014,241,22,16,9,3392,-4558.056,3834.839,-11563.467
1,2014,242,1,52,49,3393,1985.887,-3397.916,-3926.518
2,2014,242,1,59,32,3393,2090.47,-3361.577,-2984.881
3,2014,242,2,12,0,3393,2094.827,-2996.717,-1008.099
4,2014,242,2,17,25,3393,1966.821,-2649.454,-72.435
5,2014,242,3,15,49,3393,-3474.882,4654.4,-124.087
6,2014,242,3,33,0,3393,-4302.451,5455.937,-1811.262
7,2014,242,6,9,59,3393,-4649.217,4171.917,-11350.566
8,2014,242,6,38,39,3393,-4050.756,3246.482,-11965.859
1,2014,242,9,43,47,3394,1667.039,-3339.776,-5308.13
2,2014,242,9,50,35,3394,1834.317,-3414.621,-4486.974
3,2014,242,10,15,5,3394,2025.423,-2978.762,-835.617
4,2014,242,10,17,36,3394,1973.287,-2822.65,-401.361
5,2014,242,11,23,10,3394,-3677.435,5015.235,-650.325
6,2014,242,11,31,34,3394,-4064.676,5400.048,-1474.309
7,2014,242,12,44,8,3394,-5382.896,6141.723,-7334.082
8,2014,242,12,46,52,3394,-5386.944,6114.831,-7508.148
1,2014,242,17,59,51,3395,1913.54,-3461.102,-3532.088
2,2014,242,18,1,18,3395,1936.2,-3453.642,-3328.119
3,2014,242,18,14,19,3395,2004.023,-3154.838,-1315.216
4,2014,242,18,18,17,3395,1952.248,-2947.087,-641.435
5,2014,242,19,28,12,3395,-3731.107,5230.371,-943.344
6,2014,242,19,36,36,3395,-4086.126,5586.925,-1759.39
7,2014,242,20,29,21,3395,-5191.199,6337.005,-6186.928
8,2014,242,21,35,29,3395,-5046.608,5397.879,-9980.474
1,2014,243,1,49,11,3396,1578.294,-3413.487,-5162.225
2,2014,243,1,56,56,3396,1758.21,-3489.528,-4204.043
3,2014,243,2,15,38,3396,1951.896,-3220.984,-1440.33
4,2014,243,2,17,20,3396,1940.023,-3145.673,-1156.401
5,2014,243,3,55,7,3396,-4500.536,6131.004,-3276.049
6,2014,243,3,59,28,3396,-4605.417,6213.628,-3657.037
7,2014,243,5,25,49,3396,-5054.896,5749.739,-9442.114
8,2014,243,6,14,53,3396,-4447.051,4458.867,-11311.829
1,2014,243,9,52,20,3397,1544.203,-3455.076,-5034.715
2,2014,243,9,54,32,3397,1597.116,-3482.311,-4768.963
3,2014,243,10,17,56,3397,1893.534,-3244.567,-1401.909
4,2014,243,10,21,48,3397,1856.311,-3050.482,-748.14
5,2014,243,11,30,18,3397,-3452.044,5254.628,-742.346
6,2014,243,11,44,2,3397,-4005.039,5848.177,-2072.371
7,2014,243,13,50,39,3397,-4737.861,5297.659,-10432.204
8,2014,243,14,5,26,3397,-4545.09,4886.419,-10961.257
1,2014,243,18,10,29,3398,1790.365,-3522.05,-2897.021
2,2014,243,18,10,41,3398,1792.727,-3519.551,-2867.416
3,2014,243,18,22,5,3398,1822.728,-3180.127,-1052.509
4,2014,243,18,24,5,3398,1799.241,-3068.94,-710.879
5,2014,243,19,25,42,3398,-3028.467,4915.274,-78.849
6,2014,243,19,37,50,3398,-3596.498,5586.376,-1279.371
7,2014,243,21,5,44,3398,-4949.822,6354.531,-8149.118
8,2014,243,21,23,42,3398,-4890.255,6052.704,-9130.994
1,2014,244,2,13,58,3399,1744.384,-3532.487,-2685.641
2,2014,244,2,14,39,3399,1751.203,-3521.241,-2582.25
3,2014,244,2,27,37,3399,1722.14,-3004.392,-457.033
4,2014,244,2,28,13,3399,1710.751,-2962.195,-352.704
5,2014,244,3,36,28,3399,-3356.988,5480.913,-943.328
6,2014,244,4,3,28,3399,-4225.152,6405.861,-3464.727
7,2014,244,5,8,33,3399,-4838.409,6430.051,-8192.379
8,2014,244,5,18,12,3399,-4816.935,6277.513,-8733.655
1,2014,244,10,14,54,3400,1669.688,-3577.322,-2854.99
2,2014,244,10,15,1,3400,1671.085,-3575.847,-2837.66
3,2014,244,10,27,22,3400,1700.577,-3178.333,-856.182
4,2014,244,10,28,59,3400,1680.542,-3080.036,-577.968
5,2014,244,11,48,21,3400,-3633.189,5980.687,-1894.284
6,2014,244,12,17,8,3400,-4343.144,6664.373,-4449.321
7,2014,244,13,20,40,3400,-4706.746,6353.866,-8754.922
8,2014,244,13,31,35,3400,-4659.116,6145.164,-9317.886
1,2014,244,18,5,2,3401,1399.082,-3606.727,-4491.394
2,2014,244,18,12,52,3401,1548.705,-3636.022,-3446.997
3,2014,244,18,26,22,3401,1662.195,-3358.695,-1373.436
4,2014,244,18,28,56,3401,1649.513,-3234.368,-941.044
5,2014,244,20,2,15,3401,-3874.304,6423.605,-2990.217
6,2014,244,20,8,20,3401,-4018.2,6564.262,-3529.243
7,2014,244,21,58,11,3401,-4368.524,5637.74,-10401.865
8,2014,244,22,41,24,3401,-3801.669,4289.89,-11708.184
1,2014,245,1,58,39,3402,1140.481,-3499.733,-5500.48
2,2014,245,2,3,59,3402,1267.745,-3591.424,-4876.808
3,2014,245,2,27,34,3402,1604.513,-3421.707,-1516.343
4,2014,245,2,30,51,3402,1594.506,-3269.71,-965.888
5,2014,245,3,38,47,3402,-2906.77,5427.855,-561.053
6,2014,245,3,53,20,3402,-3453.255,6136.277,-1976.122
7,2014,245,5,46,55,3402,-4379.546,6052.284,-9843.66
8,2014,245,5,55,53,3402,-4310.158,5828.381,-10227.149
1,2014,245,10,17,21,3403,1428.523,-3684.915,-3396.65
2,2014,245,10,27,53,3403,1541.229,-3510.784,-1801.266
3,2014,245,10,38,37,3403,1462.78,-2899.408,22.74
4,2014,245,10,39,59,3403,1429.823,-2774.223,261.544
5,2014,245,11,20,6,3403,-1677.417,3715.071,1472.993
6,2014,245,11,25,40,3403,-2037.696,4302.293,945.494
7,2014,245,12,37,9,3403,-4182.953,6989.838,-5541.452
8,2014,245,12,38,36,3403,-4198.623,6994.494,-5650.801
1,2014,245,14,49,44,3404,-3588.562,4268.016,-11793.809
2,2014,245,17,1,32,3404,-647.094,-1316.691,-10237.474
3,2014,245,18,5,41,3404,1088.763,-3591.819,-5165.858
4,2014,245,18,12,2,3404,1228.493,-3680.625,-4388.236
5,2014,245,19,21,47,3404,-1588.726,3699.543,1506.965
6,2014,245,19,24,41,3404,-1778.531,4025.181,1237.339
7,2014,245,20,44,39,3404,-4118.301,7072.672,-5946.875
8,2014,245,21,23,39,3404,-4268.707,6751.734,-8465.287
1,2014,246,2,13,9,3405,1146.117,-3690.346,-4508.085
2,2014,246,2,19,45,3405,1273.14,-3732.379,-3636.961
3,2014,246,2,34,11,3405,1427.895,-3480.777,-1444.402
4,2014,246,2,36,36,3405,1426.318,-3368.793,-1039.103
5,2014,246,3,42,44,3405,-2532.888,5426.085,-340.411
6,2014,246,3,46,47,3405,-2698.843,5680.772,-742.64
3,2014,246,10,18,35,3406,1150.669,-3740.416,-4072.509
4,2014,246,10,27,10,3406,1292.513,-3727.914,-2870.368
5,2014,246,11,56,21,3406,-2867.527,6127.867,-1477.807
6,2014,246,12,5,30,3406,-3138.483,6507.32,-2346.301
7,2014,246,12,35,52,3406,-3731.843,7145.883,-4964.138
8,2014,246,13,10,42,3406,-4012.146,7111.343,-7445.617
1,2014,246,18,26,32,3407,1189.985,-3768.802,-3262.391
2,2014,246,18,26,41,3407,1192.319,-3768.137,-3240.912
3,2014,246,18,41,56,3407,1308.488,-3347.478,-831.516
4,2014,246,18,42,59,3407,1303.498,-3283.364,-650.888
5,2014,246,19,42,50,3407,-2178.445,5218.331,59.615
6,2014,246,19,49,33,3407,-2454.79,5685.949,-609.737
7,2014,246,20,14,15,3407,-3192.151,6776.062,-2959.668
8,2014,247,0,8,12,3407,-2115.422,1572.295,-12075.118
1,2014,247,0,10,26,3408,-2070.385,1471.069,-12045.981
2,2014,247,0,31,59,3408,-1614.734,480.706,-11629.654
3,2014,247,2,39,37,3408,1246.625,-3576.746,-1566.571
4,2014,247,2,45,34,3408,1245.193,-3270.015,-559.839
5,2014,247,3,50,45,3408,-2326.806,5671.54,-524.931
6,2014,247,3,52,51,3408,-2404.593,5804.246,-733.148
7,2014,247,4,25,6,3408,-3256.355,7047.497,-3734.692
8,2014,247,4,36,32,3408,-3442.203,7231.718,-4688.687
1,2014,247,10,39,30,3409,1171.694,-3669.358,-1919.498
2,2014,247,10,40,1,3409,1175.717,-3653.781,-1836.394
3,2014,247,10,49,52,3409,1173.611,-3124.13,-169.148
4,2014,247,10,52,32,3409,1137.516,-2882.921,297.04
5,2014,247,11,39,49,3409,-1681.965,4667.653,767.083
6,2014,247,11,53,50,3409,-2268.906,5776.495,-627.174
7,2014,247,12,32,19,3409,-3226.242,7198.654,-4172.989
8,2014,247,13,5,48,3409,-3592.158,7380.394,-6716.403
1,2014,247,18,26,0,3410,881.431,-3800.823,-4179.33
2,2014,247,18,26,52,3410,897.735,-3808.305,-4065.433
3,2014,247,18,45,41,3410,1135.085,-3534.342,-1241.873
4,2014,247,18,51,9,3410,1127.125,-3203.92,-303.939
5,2014,247,19,38,56,3410,-1461.627,4395.483,1052.988
6,2014,247,19,43,42,3410,-1687.85,4868.936,586.529
7,2014,247,21,3,45,3410,-3440.126,7452.04,-6432.103
8,2014,247,21,3,53,3410,-3441.112,7451.77,-6441.456
1,2014,248,0,13,37,3411,-2048.117,1712.406,-12084.208
2,2014,248,2,25,30,3411,768.625,-3784.968,-4507.414
3,2014,248,2,51,45,3411,1079.417,-3326.496,-556.794
4,2014,248,2,53,9,3411,1073.787,-3226.175,-313.371
5,2014,248,3,43,43,3411,-1515.962,4701.029,787.148
6,2014,248,3,57,48,3411,-2070.248,5840.089,-613.434
7,2014,248,4,51,33,3411,-3184.72,7478.272,-5385.678
8,2014,248,4,56,30,3411,-3236.041,7502.227,-5759.56
1,2014,248,10,31,33,3412,780.603,-3840.163,-3989.402
2,2014,248,10,38,0,3412,889.229,-3848.461,-3091.387
3,2014,248,10,49,17,3412,1014,-3592.584,-1327.11
4,2014,248,10,51,48,3412,1023.411,-3467.391,-901.867
5,2014,248,11,58,26,3412,-1925.619,5778.365,-472.338
6,2014,248,12,1,52,3412,-2037.784,6002.498,-812.592
7,2014,248,13,0,48,3412,-3132.237,7561.592,-5925.289
8,2014,248,13,10,54,3412,-3212.472,7555.19,-6643.222
1,2014,248,18,34,24,3413,730.878,-3857.97,-3882.863
2,2014,248,18,40,59,3413,839.187,-3856.278,-2955.519
3,2014,248,18,55,33,3413,968.255,-3380.609,-610.222
4,2014,248,18,57,27,3413,965.343,-3244.925,-279.958
5,2014,248,19,53,32,3413,-1586.17,5276.384,221.235
6,2014,248,19,59,21,3413,-1792.088,5729.745,-359.153
7,2014,248,22,24,53,3413,-3141.178,6347.849,-10478.631
8,2014,249,1,19,49,3413,-904.464,-1075.594,-10348.823
1,2014,249,1,46,33,3414,-360.268,-2311.743,-8791.867
2,2014,249,1,59,46,3414,-80.833,-2866.884,-7787.271
3,2014,249,2,48,54,3414,852.899,-3776.2,-2058.817
4,2014,249,2,54,41,3414,902.224,-3563.576,-1109.961
5,2014,249,3,56,44,3414,-1539.688,5398.414,106.97
6,2014,249,4,16,44,3414,-2125.343,6648.639,-1856.662
7,2014,249,6,27,43,3414,-3033.271,6377.218,-10507.809
8,2014,249,6,33,0,3414,-3010.668,6220.32,-10702.691
1,2014,249,9,57,23,3415,-219.797,-2682.765,-8144.195
2,2014,249,10,3,40,3415,-90.454,-2937.834,-7632.631
3,2014,249,10,53,13,3415,814.701,-3723.223,-1694.708
4,2014,249,10,58,48,3415,853.353,-3464.253,-757.938
5,2014,249,11,51,25,3415,-1181.639,4739.252,837.655
6,2014,249,11,55,27,3415,-1333.588,5131.985,439.589
7,2014,249,13,24,35,3415,-2882.096,7670.385,-7146.737
8,2014,249,13,28,51,3415,-2904.379,7637.628,-7422.039
1,2014,249,18,27,38,3416,297.272,-3667.556,-5480.352
2,2014,249,18,40,5,3416,530.103,-3884.486,-3947.138
3,2014,249,18,56,34,3416,765.944,-3688.84,-1481.744
4,2014,249,18,59,43,3416,790.147,-3542.704,-952.493
5,2014,249,19,54,57,3416,-1158.297,4908.88,692.439
6,2014,249,20,6,12,3416,-1527.206,5862.184,-427.18
7,2014,249,21,1,44,3416,-2556.611,7717.436,-5377.09
8,2014,249,21,18,26,3416,-2703.183,7754.963,-6594.208
1,2014,250,2,9,26,3417,-155.517,-2997.596,-7490.439
2,2014,250,2,24,55,3417,145.16,-3539.588,-6003.17
3,2014,250,2,55,1,3417,664.595,-3813.718,-2065.562
4,2014,250,3,1,52,3417,732.476,-3549.589,-935.806
5,2014,250,4,0,1,3417,-1179.617,5216.121,394.06
6,2014,250,4,8,13,3417,-1429.863,5884.172,-423.405
7,2014,250,5,10,52,3417,-2498.249,7796.119,-5908.091
8,2014,250,5,42,49,3417,-2695.819,7625.421,-8026.68
1,2014,250,10,17,33,3418,-90.856,-3225.288,-6943.66
2,2014,250,10,26,58,3418,86.886,-3540.846,-6003.512
3,2014,250,10,55,34,3418,581.928,-3856.289,-2301.702
4,2014,250,10,59,53,3418,635.872,-3740.475,-1611.477
5,2014,250,12,4,2,3418,-1154.646,5410.858,198.625
6,2014,250,12,12,38,3418,-1396.136,6073.12,-657.824
7,2014,250,13,7,22,3418,-2318.103,7809.251,-5492.66
8,2014,250,13,35,9,3418,-2526.572,7772.343,-7429.196
1,2014,250,18,11,9,3419,-297.164,-2892.852,-7694.308
2,2014,250,18,13,1,3419,-263.509,-2968.583,-7535.594
3,2014,250,18,53,54,3419,463.792,-3913.778,-2867.156
4,2014,250,18,58,21,3419,528.837,-3850.258,-2187.281
5,2014,250,20,18,50,3419,-1396.457,6362.391,-1066.18
6,2014,250,20,30,21,3419,-1639.711,6954.334,-2171.557
7,2014,250,22,2,37,3419,-2494.157,7465.272,-8903.6
8,2014,250,22,37,41,3419,-2502.753,6618.253,-10493.372
1,2014,251,2,11,31,3420,-373.747,-2816.748,-7834.31
2,2014,251,2,13,45,3420,-335.113,-2909.404,-7648.108
3,2014,251,3,5,12,3420,527.658,-3713.105,-1411.025
4,2014,251,3,9,18,3420,568.748,-3506.441,-716.347
5,2014,251,4,0,29,3420,-753.217,4692.424,954.711
6,2014,251,4,10,56,3420,-1052.377,5682.546,-79.913
7,2014,251,4,46,16,3420,-1756.066,7465.905,-3429.493
8,2014,251,4,57,13,3420,-1904.876,7710.034,-4361.524
1,2014,251,10,19,54,3421,-313.944,-3068.395,-7292.046
2,2014,251,10,25,38,3421,-216.386,-3285.981,-6760.728
3,2014,251,11,4,13,3421,427.632,-3822.414,-1906.96
4,2014,251,11,6,9,3421,453.268,-3762.247,-1592.952
5,2014,251,12,4,53,3421,-744.567,4955.054,725.39
6,2014,251,12,13,25,3421,-970.415,5734.216,-122.675
7,2014,251,13,0,38,3421,-1795.585,7764.016,-4473.176
8,2014,251,13,16,57,3421,-1965.851,7936.137,-5748.476
1,2014,251,18,29,7,3422,-246.299,-3333.108,-6621.726
2,2014,251,18,37,34,3422,-104.517,-3608.856,-5745.599
3,2014,251,19,2,52,3422,315.338,-3899.694,-2441.896
4,2014,251,19,9,23,3422,407.432,-3724.455,-1397.464
5,2014,251,20,6,26,3422,-650.491,4914.542,774.829
6,2014,251,20,16,59,3422,-912.078,5869.591,-273.417
7,2014,251,21,52,50,3422,-2065.56,7827.155,-8008.738
8,2014,251,21,53,26,3422,-2068.378,7819.722,-8044.305
1,2014,252,2,37,18,3423,-201.32,-3535.402,-5995.75
2,2014,252,2,37,44,3423,-194.232,-3548.967,-5949.567
3,2014,252,3,11,41,3423,350.175,-3720.152,-1355.823
4,2014,252,3,13,36,3423,374.905,-3632.375,-1033.164
5,2014,252,4,2,47,3423,-421.117,4269.728,1323.16
6,2014,252,4,9,47,3423,-602.993,5059.284,647.3
7,2014,252,5,0,47,3423,-1496.527,7745.938,-4144.355
8,2014,252,5,1,34,3423,-1505.865,7761.577,-4209.828
1,2014,252,10,29,20,3424,-414.314,-3176.472,-6993.058
2,2014,252,10,42,5,3424,-215.351,-3614.558,-5700.065
3,2014,252,11,12,48,3424,276.488,-3761.189,-1510.704
4,2014,252,11,19,11,3424,359.421,-3424.046,-424.768
5,2014,252,12,3,57,3424,-329.362,4164.025,1405.609
6,2014,252,12,8,32,3424,-443.101,4715.384,970.569
7,2014,252,12,50,5,3424,-1208.913,7432.041,-3038.067
8,2014,252,12,51,27,3424,-1227.596,7476.081,-3160.124
1,2014,252,18,14,42,3425,-697.828,-2458.437,-8389.381
2,2014,252,18,39,18,3425,-348.225,-3456.593,-6216.079
3,2014,252,19,15,9,3425,219.943,-3753.736,-1461.034
4,2014,252,19,17,34,3425,255.006,-3648.669,-1055.686
5,2014,252,20,10,6,3425,-355.865,4667.344,1017.606
6,2014,252,20,16,3,3425,-484.412,5291.591,433.591
7,2014,252,20,54,24,3425,-1118.068,7523.611,-3239.342
8,2014,252,22,42,2,3425,-1835.497,7061.233,-10172.603
1,2014,253,2,23,4,3426,-657.095,-2728.981,-7896.246
2,2014,253,2,39,57,3426,-424.665,-3401.593,-6359.483
3,2014,253,3,15,39,3426,134.941,-3809.269,-1715.537
4,2014,253,3,18,31,3426,179.342,-3703.095,-1241.209
5,2014,253,4,11,39,3426,-269.996,4615.059,1065.999
6,2014,253,4,17,42,3426,-391.003,5260.257,473.563
7,2014,253,5,21,23,3426,-1264.894,8028.652,-5303.869
8,2014,253,5,22,44,3426,-1277.327,8041.008,-5407.477
1,2014,253,10,18,30,3427,-780.9,-2418.976,-8411.776
2,2014,253,10,47,4,3427,-407.859,-3562.179,-5827.763
3,2014,253,11,12,33,3427,-10.884,-3917.946,-2528.717
4,2014,253,11,16,16,3427,49.971,-3850.194,-1946.887
5,2014,253,12,19,7,3427,-294.615,5203.672,536.535
6,2014,253,12,19,57,3427,-309.456,5285.738,453.964
7,2014,253,13,2,36,3427,-921.977,7675.976,-3597.474
8,2014,253,13,20,27,3427,-1107.343,8016.401,-5071.273
1,2014,253,18,32,4,3428,-687.189,-2916.495,-7484.551
2,2014,253,18,36,3,3428,-638.163,-3080.886,-7129.958
3,2014,253,19,15,1,3428,-67.306,-3911.721,-2464.627
4,2014,253,19,25,56,3428,114.04,-3534.138,-675.301
5,2014,253,20,19,56,3428,-190.328,5082.641,658.499
6,2014,253,20,23,39,3428,-250.499,5447.67,290.2
7,2014,253,21,17,21,3428,-928.991,7961.788,-4660.675
8,2014,253,21,42,56,3428,-1148.636,8141.564,-6577.753
1,2014,254,2,34,22,3429,-731.034,-2914.758,-7462.863
2,2014,254,2,44,45,3429,-606.144,-3326.286,-6495.211
3,2014,254,3,18,44,3429,-102.167,-3883.812,-2205.504
4,2014,254,3,25,33,3429,15.067,-3666.577,-1091.422
5,2014,254,4,20,13,3429,-82.144,4897.272,832.195
6,2014,254,4,24,19,3429,-142.466,5319.683,428.015
7,2014,254,5,13,21,3429,-741.383,7863.868,-4162.543
8,2014,254,5,26,8,3429,-861.803,8067.809,-5193.516
1,2014,254,10,0,15,3430,-1100.389,-1177.811,-9962.581
2,2014,254,10,40,3,3430,-738.143,-3053.199,-7139.032
3,2014,254,11,16,15,3430,-241.551,-3930.638,-2896.805
4,2014,254,11,21,55,3430,-145.161,-3858.605,-2026
5,2014,254,12,21,59,3430,0.668,4867.205,859.99
6,2014,254,12,24,28,3430,-31.793,5131.676,616.236
7,2014,254,13,1,55,3430,-478.364,7501.194,-2992.773
8,2014,254,13,21,11,3430,-668.627,7984.612,-4637.788
1,2014,254,18,36,33,3431,-843.873,-2805.837,-7627.383
2,2014,254,18,56,43,3431,-618.657,-3571.822,-5668.594
3,2014,254,19,21,33,3431,-249.822,-3897.895,-2404.838
4,2014,254,19,27,50,3431,-137.163,-3741.252,-1395.796
5,2014,254,20,20,56,3431,114.05,4508.344,1159.27
6,2014,254,20,33,20,3431,-26.686,5769.828,-60.991
7,2014,254,21,3,54,3431,-356.468,7506.132,-2986.29
8,2014,254,21,24,46,3431,-553.195,8019.614,-4760.731
1,2014,255,2,43,57,3432,-838.319,-3018.294,-7157.068
2,2014,255,2,59,38,3432,-665.668,-3587.358,-5572.025
3,2014,255,3,23,42,3432,-310.939,-3891.673,-2389.074
4,2014,255,3,32,24,3432,-148.585,-3628.178,-971.312
5,2014,255,4,22,14,3432,193.679,4414.485,1230.563
6,2014,255,4,25,12,3432,166.246,4766.407,946.191
7,2014,255,5,3,4,3432,-207.775,7405.413,-2724.985
8,2014,255,5,10,20,3432,-276.195,7654.888,-3375.112
1,2014,255,10,2,58,3433,-1172.077,-944.309,-10141.082
2,2014,255,10,37,14,3433,-962.063,-2623.908,-7910.738
3,2014,255,11,25,2,3433,-386.349,-3894.471,-2499.146
4,2014,255,11,26,53,3433,-353.365,-3868.646,-2212.132
5,2014,255,12,27,59,3433,237.61,4846.074,875.02
