Boundary number,Yr_pass,Day_orbit,Hour,Minute,Second,Orbit_number,X_MSO (km),Y_MSO (km),Z_MSO (km)
8,2012,238,8,17,9,1190,804.04,-5106.145,-2682.049
1,2012,238,14,14,34,1191,1.458,6748.683,-4535.013
2,2012,238,14,16,34,1191,-16.808,6728.022,-4343.11
3,2012,238,14,57,16,1191,-359.773,5034.959,98.915
4,2012,238,15,8,0,1191,-413.41,3918.903,1337.836
5,2012,238,15,52,30,1191,163.42,-3733.834,732.661
6,2012,238,15,54,12,1191,200.108,-3906.745,493.097
7,2012,238,16,18,16,1191,629.166,-5153.224,-2808.969
8,2012,238,16,21,24,1191,673.411,-5201.892,-3200.707
1,2012,238,22,16,50,1192,231.004,6720.632,-4330.033
2,2012,238,22,30,52,1192,93.504,6450.206,-2906.549
3,2012,238,22,57,31,1192,-174.405,5032.57,114.034
4,2012,238,23,5,37,1192,-247.868,4229.12,1056.676
5,2012,238,23,57,22,1192,109.076,-4188.765,59.287
6,2012,239,0,0,33,1192,163.752,-4432.517,-394.086
7,2012,239,0,14,27,1192,382.438,-5083.033,-2301.75
8,2012,239,0,23,48,1192,510.361,-5250.153,-3478.784
1,2012,239,6,6,10,1193,582.547,6765.674,-5335.842
2,2012,239,6,13,50,1193,510.135,6734.334,-4629.704
3,2012,239,7,2,39,1193,-52.233,4566.948,701.338
4,2012,239,7,6,1,1193,-94.903,4202.111,1088.593
5,2012,239,7,52,36,1193,-114.824,-3723.142,751.05
6,2012,239,7,54,18,1193,-91.053,-3899.459,511.782
7,2012,239,8,13,10,1193,175.308,-5053.314,-2117.02
8,2012,239,8,15,22,1193,204.981,-5116.588,-2405.633
1,2012,239,14,23,58,1194,652.478,6584.385,-3649.236
2,2012,239,14,32,22,1194,554.187,6386.951,-2774.029
3,2012,239,15,3,17,1194,107.855,4512.054,760.905
4,2012,239,15,9,7,1194,9.833,3841.847,1421.615
5,2012,239,15,51,25,1194,-264.676,-3571.386,931.899
6,2012,239,15,57,35,1194,-200.68,-4185.743,61.803
7,2012,239,16,11,30,1194,-33.564,-4996.689,-1878.93
8,2012,239,16,19,51,1194,69.875,-5218.318,-2962.613
1,2012,239,22,22,34,1195,912.323,6579.713,-3803.649
2,2012,239,22,34,9,1195,766.631,6310.763,-2596.103
3,2012,239,22,54,28,1195,445.913,5285.909,-288.136
4,2012,239,23,1,0,1195,322.147,4740.191,480.548
5,2012,239,23,55,12,1195,-373.671,-3949.362,417.598
6,2012,239,23,58,12,1195,-350.718,-4218.223,-9.165
7,2012,240,0,21,44,1195,-101.973,-5247.791,-3181.499
8,2012,240,0,26,56,1195,-40.723,-5302.232,-3808.384
1,2012,240,6,27,34,1196,1091.555,6450.85,-3306.703
2,2012,240,6,30,2,1196,1058.321,6394.18,-3048.947
3,2012,240,7,3,1,1196,451.352,4540.904,701.926
4,2012,240,7,8,17,1196,320.132,3960.717,1303.227
5,2012,240,7,59,43,1196,-497.844,-4315.246,-208.186
6,2012,240,8,1,56,1196,-483.757,-4476.038,-522.913
7,2012,240,8,22,5,1196,-292.45,-5245.363,-3209.375
8,2012,240,8,29,31,1196,-207.151,-5310.871,-4094.497
1,2012,240,14,23,13,1197,1386.769,6485.716,-3764.466
2,2012,240,14,39,49,1197,1136.176,6047.25,-2002.059
3,2012,240,15,5,32,1197,549.772,4272.164,978.795
4,2012,240,15,8,32,1197,460.988,3929.608,1317.79
5,2012,240,15,57,0,1197,-661.684,-4058.931,195.635
6,2012,240,15,59,54,1197,-655.552,-4300.026,-217.235
7,2012,240,16,29,6,1197,-408.243,-5299.115,-4031.968
8,2012,240,16,36,23,1197,-321.761,-5296.337,-4845.751
1,2012,240,22,37,23,1198,1403.391,6093.126,-2285.338
2,2012,240,22,38,45,1198,1378.369,6044.942,-2134.572
3,2012,240,23,6,30,1198,677.342,4156.242,1075.511
4,2012,240,23,10,6,1198,553.07,3732.058,1477.054
5,2012,240,23,56,59,1198,-809.291,-4020.757,215.076
6,2012,240,23,59,1,1198,-812.154,-4194.868,-74.355
7,2012,241,0,23,15,1198,-666.606,-5226.494,-3321.808
8,2012,241,0,25,29,1198,-643.228,-5253.865,-3591.733
1,2012,241,6,32,50,1199,1709.163,6175.959,-2792.463
2,2012,241,6,35,25,1199,1663.103,6103.092,-2513.991
3,2012,241,7,2,35,1199,971.948,4536.928,609.364
4,2012,241,7,8,52,1199,742.061,3872.433,1328.438
5,2012,241,7,58,31,1199,-962.05,-4112.467,13.92
6,2012,241,8,5,56,1199,-968.459,-4625.207,-1033.964
7,2012,241,8,30,20,1199,-783.201,-5262.863,-4144.815
8,2012,241,8,35,18,1199,-724.476,-5266.317,-4700.483
1,2012,241,14,32,26,1200,1940.831,6121.883,-2848.76
2,2012,241,14,40,54,1200,1771.356,5856.84,-1923.146
3,2012,241,15,4,16,1200,1075.804,4348.581,791.367
4,2012,241,15,9,2,1200,879.666,3836.54,1333.782
5,2012,241,16,0,39,1200,-1122.779,-4235.612,-272.31
6,2012,241,16,8,41,1200,-1133.234,-4724.377,-1397.24
7,2012,241,16,37,24,1200,-890.794,-5232.278,-4913.886
8,2012,241,16,40,56,1200,-844.791,-5211.128,-5286.291
1,2012,241,22,31,33,1201,2178.586,6070.33,-2956.177
2,2012,241,22,37,54,1201,2051.549,5896.412,-2270.019
3,2012,241,23,5,49,1201,1169.987,4163.851,956.536
4,2012,241,23,7,35,1201,1090.663,3977.458,1157.985
5,2012,241,23,59,28,1201,-1264.013,-4092.121,-86.707
6,2012,242,0,4,21,1201,-1295.415,-4437.823,-778.07
7,2012,242,0,44,17,1201,-988.282,-5150.496,-5614.736
8,2012,242,0,52,15,1201,-870.335,-5041.691,-6383.982
1,2012,242,6,41,3,1202,2189.254,5715.467,-1934.193
2,2012,242,6,45,29,1202,2072.704,5536.896,-1432.644
3,2012,242,7,6,27,1202,1293.79,4066.115,1015.626
4,2012,242,7,9,14,1202,1154.796,3765.878,1329.83
5,2012,242,7,59,49,1202,-1413.072,-4063.365,-119.205
6,2012,242,8,7,46,1202,-1468.38,-4575.366,-1237.027
7,2012,242,8,42,5,1202,-1206.664,-5133.731,-5378.206
8,2012,242,8,49,28,1202,-1097.533,-5053.02,-6109.642
1,2012,242,14,39,11,1203,2441.676,5699.739,-2155.763
2,2012,242,14,43,11,1203,2337.436,5557.91,-1708.095
3,2012,242,15,7,0,1203,1415.373,3972.749,1065.021
4,2012,242,15,10,55,1203,1199.276,3541.71,1501.937
5,2012,242,15,58,3,1203,-1526.996,-3855.935,149.401
6,2012,242,16,2,18,1203,-1588.027,-4185.947,-454.314
7,2012,242,16,38,54,1203,-1435.899,-5107.299,-5032.502
8,2012,242,16,46,59,1203,-1319.258,-5044.736,-5856.729
1,2012,242,22,44,0,1204,2512.35,5443.712,-1629.518
2,2012,242,22,47,36,1204,2400.707,5290.799,-1217.719
3,2012,242,23,5,43,1204,1632.242,4056.279,904.289
4,2012,242,23,9,44,1204,1403.526,3643.623,1359.32
5,2012,243,0,0,33,1204,-1707.572,-3992.337,-188.575
6,2012,243,0,8,17,1204,-1792.758,-4475.274,-1273.984
7,2012,243,0,38,48,1204,-1620.312,-5055.427,-5008.048
8,2012,243,0,51,16,1204,-1430.987,-4944.815,-6255.319
1,2012,243,6,47,2,1205,2608.511,5232.254,-1296.859
2,2012,243,6,50,35,1205,2483.177,5065.476,-885.886
3,2012,243,7,7,9,1205,1697.349,3869.695,1055.421
4,2012,243,7,10,15,1205,1505.289,3547.508,1403.591
5,2012,243,8,8,59,1205,-1954.325,-4438.708,-1353.204
6,2012,243,8,15,3,1205,-1977.119,-4684.825,-2169.488
7,2012,243,8,50,49,1205,-1615.796,-4900.41,-6200.54
8,2012,243,8,54,23,1205,-1553.426,-4849.606,-6531.966
1,2012,243,14,43,22,1206,2915.093,5283.653,-1728.823
2,2012,243,14,48,3,1206,2757.865,5098.208,-1193.706
3,2012,243,15,7,54,1206,1791.632,3745.856,1127.494
4,2012,243,15,10,41,1206,1606.761,3457.72,1438.43
5,2012,243,16,8,43,1206,-2105.684,-4349.636,-1299.257
6,2012,243,16,11,29,1206,-2126.626,-4475.367,-1676.712
7,2012,243,16,38,53,1206,-1976.217,-4932.252,-4989.217
8,2012,243,17,7,14,1206,-1472.404,-4556.318,-7621.264
1,2012,243,22,45,56,1207,3014.029,5089.143,-1450.794
2,2012,243,22,48,21,1207,2926.264,4990.677,-1172.997
3,2012,243,23,7,17,1207,1969.501,3750.067,1043.957
4,2012,243,23,10,30,1207,1747.686,3430.947,1405.538
5,2012,244,0,6,46,1207,-2230.301,-4167.69,-1011.92
6,2012,244,0,7,56,1207,-2245.754,-4229.44,-1173.806
7,2012,244,0,55,19,1207,-1878.283,-4722.761,-6592.62
8,2012,244,1,1,45,1207,-1750.541,-4616.016,-7157.383
1,2012,244,6,52,8,1208,2944.708,4720.063,-746.891
2,2012,244,6,54,20,1208,2845.211,4607.087,-488.753
3,2012,244,7,9,53,1208,1919.921,3442.283,1324.481
4,2012,244,7,11,57,1208,1762.032,3227.373,1551.084
5,2012,244,8,13,15,1208,-2444.952,-4379.545,-1880.174
6,2012,244,8,13,43,1208,-2448.008,-4396.968,-1942.458
7,2012,244,8,49,57,1208,-2144.803,-4723.093,-6080.172
8,2012,244,8,52,59,1208,-2089.151,-4688.91,-6366.257
1,2012,244,14,44,56,1209,3401.306,4911.682,-1592.284
2,2012,244,14,50,16,1209,3191.663,4705.897,-978.533
3,2012,244,15,5,53,1209,2337.225,3744.688,856.141
4,2012,244,15,9,23,1209,2083.991,3433.247,1255.711
5,2012,244,16,10,44,1209,-2568.095,-4186.913,-1523.457
6,2012,244,16,14,29,1209,-2602.694,-4334.571,-2027.411
7,2012,244,16,55,19,1209,-2207.151,-4588.645,-6568.372
8,2012,244,17,2,54,1209,-2047.937,-4472.273,-7231.932
1,2012,244,22,48,14,1210,3441.109,4680.082,-1227.876
2,2012,244,22,51,27,1210,3301.566,4548.194,-854.508
3,2012,244,23,9,24,1210,2207.263,3369.068,1244.653
4,2012,244,23,13,25,1210,1870.041,2969.122,1682.971
5,2012,245,0,18,21,1210,-2770.207,-4361.417,-2515.899
6,2012,245,0,21,6,1210,-2774.977,-4430.795,-2865.861
7,2012,245,0,58,34,1210,-2298.668,-4470.637,-6847.14
8,2012,245,1,0,12,1210,-2263.471,-4446.58,-6989.82
1,2012,245,6,51,48,1211,3441.625,4423.714,-827.396
2,2012,245,6,54,16,1211,3319.983,4311.827,-538.215
3,2012,245,7,10,44,1211,2217.584,3180.693,1380.591
4,2012,245,7,12,2,1211,2104.658,3055.753,1522.979
5,2012,245,8,19,14,1211,-2919.628,-4286.897,-2612.765
6,2012,245,8,26,26,1211,-2915.573,-4433.991,-3505.829
7,2012,245,9,1,39,1211,-2384.378,-4349.474,-7103.037
8,2012,245,9,10,34,1211,-2171.595,-4194.826,-7831.557
1,2012,245,14,54,6,1212,3476.817,4210.822,-571.571
2,2012,245,15,0,29,1212,3106.398,3876.037,182.095
3,2012,245,15,13,29,1212,2080.604,2852.403,1666.074
4,2012,245,15,15,28,1212,1885.741,2645.562,1870.912
5,2012,245,16,14,45,1212,-3029.112,-4048.655,-2011.979
6,2012,245,16,18,40,1212,-3059.256,-4169.394,-2523.603
7,2012,245,16,49,7,1212,-2795.245,-4404.599,-5948.494
8,2012,245,16,49,31,1212,-2787.852,-4401.853,-5987.211
1,2012,245,22,56,55,1213,3462.318,3967.174,-253.377
2,2012,245,22,57,41,1213,3416.76,3928.737,-162.773
3,2012,245,23,11,46,1213,2349.993,2953.486,1469.164
4,2012,245,23,12,41,1213,2263.113,2868.9,1568.606
5,2012,246,0,17,45,1213,-3189.937,-4037.453,-2388.557
6,2012,246,0,25,48,1213,-3209.142,-4217.958,-3398.024
7,2012,246,1,0,10,1213,-2713.178,-4206.371,-6951.844
8,2012,246,1,9,49,1213,-2476.586,-4061.04,-7751.453
1,2012,246,7,1,24,1214,3307.797,3623.151,263.025
2,2012,246,7,2,6,1214,3258.692,3582.56,345.659
3,2012,246,7,12,53,1214,2347.623,2784.821,1577.925
4,2012,246,7,13,57,1214,2239.923,2685.724,1691.357
5,2012,246,8,13,5,1214,-3264.245,-3773.434,-1755.238
6,2012,246,8,17,43,1214,-3320.667,-3926.791,-2367.53
7,2012,246,8,57,27,1214,-2916.982,-4147.847,-6700.202
8,2012,246,8,57,40,1214,-2912.14,-4145.579,-6719.575
1,2012,246,15,1,1,1215,3458.967,3540.159,204.09
2,2012,246,15,2,56,1215,3320.483,3432.929,430.325
3,2012,246,15,14,8,1215,2318.855,2604.668,1698.751
4,2012,246,15,15,6,1215,2215.074,2514.393,1799.161
5,2012,246,16,20,57,1215,-3470.679,-3898.553,-2765.414
6,2012,246,16,23,37,1215,-3479.878,-3956.514,-3099.008
7,2012,246,17,3,46,1215,-2905.108,-3982.022,-7236.652
8,2012,246,17,9,14,1215,-2763.824,-3905.479,-7683.758
1,2012,246,22,57,41,1216,3805.04,3590.889,-203.982
2,2012,246,22,58,48,1216,3732.174,3540.322,-71.882
3,2012,246,23,10,3,1216,2829.904,2869.46,1240.735
4,2012,246,23,11,20,1216,2704.84,2771.104,1383.989
5,2012,247,0,25,39,1216,-3609.455,-3878.384,-3332.345
6,2012,247,0,27,52,1216,-3606.997,-3913.755,-3599.232
7,2012,247,1,16,1,1216,-2703.371,-3711.539,-8194.356
8,2012,247,1,19,1,1216,-2615.06,-3659.54,-8413.36
1,2012,247,6,55,39,1217,4053.185,3553.213,-457.796
2,2012,247,7,0,11,1217,3755.159,3361.097,78.181
3,2012,247,7,10,55,1217,2845.558,2722.511,1325.11
4,2012,247,7,15,0,1217,2409.364,2395.055,1765.573
5,2012,247,8,21,15,1217,-3716.587,-3670.471,-2770.558
6,2012,247,8,22,45,1217,-3724.995,-3703.758,-2959.006
7,2012,247,9,4,10,1217,-3155.299,-3787.61,-7247.471
8,2012,247,9,4,27,1217,-3147.993,-3784.417,-7271.227
1,2012,247,14,59,39,1218,3905.678,3268.673,1.424
2,2012,247,14,59,54,1218,3887.932,3257.788,31.022
3,2012,247,15,14,18,1218,2577.427,2383.898,1680.648
4,2012,247,15,15,31,1218,2436.778,2283.49,1807.235
5,2012,247,16,20,36,1218,-3825.972,-3533.511,-2671.722
6,2012,247,16,22,25,1218,-3839.088,-3574.992,-2901.114
7,2012,247,17,23,10,1218,-2725.172,-3423.44,-8686.113
8,2012,247,17,23,30,1218,-2714.552,-3417.729,-8709.037
1,2012,247,22,59,3,1219,4056.744,3173.181,-83.238
2,2012,247,22,59,24,1219,4031.994,3159.162,-41.796
3,2012,247,23,13,59,1219,2700.39,2334.478,1635.165
4,2012,247,23,17,6,1219,2326.323,2083.49,1955.089
5,2012,248,0,19,43,1219,-3925.876,-3387.891,-2542.399
6,2012,248,0,23,33,1219,-3956.468,-3474.587,-3026.35
7,2012,248,0,55,44,1219,-3604.387,-3649.261,-6483.76
8,2012,248,0,59,6,1219,-3526.083,-3627.777,-6787.103
1,2012,248,6,54,59,1220,4431.514,3187.682,-577.145
2,2012,248,6,58,24,1220,4206.829,3073.588,-173.706
3,2012,248,7,11,42,1220,3040.759,2413.714,1374.604
4,2012,248,7,15,30,1220,2604.041,2145.149,1782.527
5,2012,248,8,26,25,1220,-4074.426,-3401.299,-3362.353
6,2012,248,8,29,25,1220,-4074.972,-3447.16,-3721.247
7,2012,248,9,34,57,1220,-2544.642,-3057.727,-9430.603
8,2012,248,9,35,6,1220,-2539.338,-3055.037,-9439.679
1,2012,248,14,59,8,1221,4254.636,2921.169,-100.381
2,2012,248,15,4,22,1221,3841.09,2713.169,518.38
3,2012,248,15,14,30,1221,2804.417,2142.707,1666.344
4,2012,248,15,16,36,1221,2544.219,1990.833,1883.29
5,2012,248,16,28,15,1221,-4180.911,-3302.384,-3567.411
6,2012,248,16,35,24,1221,-4154.069,-3386.341,-4393.785
7,2012,248,17,11,39,1221,-3413.636,-3304.025,-7810.184
8,2012,248,17,21,4,1221,-3120.564,-3191.406,-8511.028
1,2012,248,23,2,13,1222,4112.167,2685.209,251.341
2,2012,248,23,4,1,1222,3961.738,2614.08,463.913
3,2012,248,23,12,57,1222,3065.662,2161.483,1487.645
4,2012,248,23,16,56,1222,2574.62,1896.369,1905.637
5,2012,249,0,25,32,1222,-4272.97,-3127.665,-3223.452
6,2012,249,0,29,16,1222,-4281.074,-3187.388,-3673.027
7,2012,249,1,14,12,1222,-3441.26,-3175.256,-7996.68
8,2012,249,1,17,57,1222,-3323.702,-3134.371,-8276.923
1,2012,249,6,58,5,1223,4515.354,2695.755,-251.379
2,2012,249,6,58,42,1223,4471.098,2677.751,-178.38
3,2012,249,7,12,38,1223,3179.064,2092.38,1440.924
4,2012,249,7,17,51,1223,2521.816,1761.889,1985.376
5,2012,249,8,20,5,1223,-4313.077,-2883.051,-2524.302
6,2012,249,8,28,29,1223,-4375.794,-3044.454,-3564.805
7,2012,249,9,25,30,1223,-3170.789,-2948.248,-8799.276
8,2012,249,9,32,58,1223,-2906.477,-2848.903,-9283.965
1,2012,249,14,55,30,1224,4777.928,2626.616,-569.6
2,2012,249,14,58,3,1224,4603.599,2563.594,-268.464
3,2012,249,15,6,4,1224,3943.75,2302.998,678.818
4,2012,249,15,9,51,1224,3564.126,2140.774,1116.62
5,2012,249,16,35,24,1224,-4449.626,-2996.076,-4350.763
6,2012,249,16,39,50,1224,-4411.571,-3031.686,-4837.733
7,2012,249,17,42,6,1224,-2653.327,-2636.157,-9815.953
8,2012,249,17,44,52,1224,-2546.038,-2594.651,-9968.414
1,2012,249,22,57,51,1225,4699.06,2433.982,-305.199
2,2012,249,22,58,7,1225,4679.927,2427.564,-273.643
3,2012,249,23,10,50,1225,3529.584,1995.707,1215.912
4,2012,249,23,13,20,1225,3239.44,1875.733,1493.866
5,2012,250,0,40,4,1225,-4499.419,-2901.631,-4849.209
6,2012,250,0,41,41,1225,-4481.011,-2911.847,-5021.564
7,2012,250,1,40,49,1225,-2786.893,-2576.324,-9735.974
8,2012,250,1,41,43,1225,-2752.011,-2564.211,-9786.984
1,2012,250,6,59,4,1226,4686.157,2270.864,-173.622
2,2012,250,7,0,15,1226,4595.631,2242.493,-33.387
3,2012,250,7,12,42,1226,3382.184,1814.182,1412.972
4,2012,250,7,16,16,1226,2930.837,1637.498,1794.618
5,2012,250,8,39,0,1226,-4595.654,-2759.253,-4721.174
6,2012,250,8,48,52,1226,-4460.322,-2809.106,-5744.13
7,2012,250,9,34,15,1226,-3120.163,-2569.221,-9339.733
8,2012,250,9,44,58,1226,-2705.061,-2440.314,-9960.281
1,2012,250,14,58,26,1227,4804.646,2149.702,-261.428
2,2012,250,14,59,3,1227,4758.761,2137.039,-188.395
3,2012,250,15,13,55,1227,3296.646,1667.51,1534.602
4,2012,250,15,16,20,1227,2982.189,1553.979,1790.633
5,2012,250,16,39,43,1227,-4669.378,-2630.585,-4785.408
6,2012,250,16,40,13,1227,-4664.455,-2634.365,-4839.289
7,2012,250,17,31,55,1227,-3287.52,-2502.418,-9185.944
8,2012,250,17,49,7,1227,-2613.579,-2312.912,-10173.225
1,2012,250,23,4,22,1228,4384.106,1886.342,428.692
2,2012,250,23,4,30,1228,4371.946,1882.982,444.429
3,2012,250,23,14,18,1228,3307.538,1561.046,1564.77
4,2012,250,23,16,42,1228,2989.417,1455.95,1817.614
5,2012,251,0,28,59,1228,-4778.648,-2375.501,-3551.521
6,2012,251,0,33,1,1228,-4782.642,-2429.08,-4024.455
7,2012,251,1,22,32,1228,-3703.502,-2479.611,-8550.754
8,2012,251,1,22,55,1228,-3690.173,-2477.072,-8577.652
1,2012,251,7,6,33,1229,4237.754,1711.855,673.313
2,2012,251,7,7,47,1229,4113.609,1679.643,817.394
3,2012,251,7,17,16,1229,2964.444,1350.872,1864.888
4,2012,251,7,19,44,1229,2602.944,1237.879,2105.187
5,2012,251,8,27,23,1229,-4835.845,-2213.918,-3344.728
6,2012,251,8,34,34,1229,-4847.631,-2309.925,-4188.024
7,2012,251,9,14,47,1229,-4037.52,-2411.695,-7973.235
8,2012,251,9,16,15,1229,-3990.195,-2405.779,-8084.466
1,2012,251,15,3,39,1230,4566.519,1654.58,319.372
2,2012,251,15,9,19,1230,4006.982,1527.937,983.126
3,2012,251,15,12,26,1230,3649.355,1439.57,1337.123
4,2012,251,15,16,23,1230,3138.969,1305.145,1763.862
5,2012,251,16,35,17,1230,-4909.847,-2180.501,-4255.755
6,2012,251,16,37,22,1230,-4899.998,-2202.053,-4488.784
7,2012,251,17,27,49,1230,-3660.274,-2242.392,-8895.254
8,2012,251,17,27,54,1230,-3657.222,-2241.926,-8900.798
1,2012,251,23,4,47,1231,4515.981,1509.955,441.222
2,2012,251,23,5,8,1231,4483.196,1503.757,482.524
3,2012,251,23,15,33,1231,3301.503,1248.38,1665.818
4,2012,251,23,17,58,1231,2963.23,1165.87,1914.928
5,2012,252,0,34,29,1231,-4972.076,-2033.94,-4151.74
6,2012,252,0,41,41,1231,-4927.06,-2103.819,-4944.787
7,2012,252,1,30,8,1231,-3641.34,-2130.126,-9039.535
8,2012,252,1,51,49,1231,-2771.969,-1988.202,-10285.126
1,2012,252,6,56,5,1232,5261.467,1483.003,-600.862
2,2012,252,6,56,10,1232,5255.781,1482.368,-591.037
3,2012,252,7,14,57,1232,3427.969,1176.901,1591.133
4,2012,252,7,18,27,1232,2937.437,1071.684,1953.099
5,2012,252,8,53,3,1232,-4814.614,-2038.982,-6079.81
6,2012,252,8,57,9,1232,-4727.809,-2054.3,-6463.493
7,2012,252,9,47,57,1232,-2995.494,-1938.083,-10079.687
8,2012,252,10,6,7,1232,-2208.079,-1804.175,-10934.167
1,2012,252,15,10,11,1233,4055.017,1183.811,1048.268
2,2012,252,15,10,58,1233,3965.536,1169.608,1137.865
3,2012,252,15,23,55,1233,2097.219,813.085,2428.593
4,2012,252,15,24,35,1233,1979.989,787.473,2478.349
5,2012,252,16,27,53,1233,-5055.396,-1671.139,-3349.558
6,2012,252,16,33,50,1233,-5078.863,-1750.659,-4051.298
7,2012,252,17,11,42,1233,-4396.824,-1954.41,-7695.758
8,2012,252,17,17,12,1233,-4221.904,-1953.453,-8119.567
1,2012,252,22,59,44,1234,5081.058,1180.152,-192.786
2,2012,252,22,59,51,1234,5071.977,1179.447,-178.95
3,2012,252,23,17,42,1234,3130.16,934.577,1858.608
4,2012,252,23,18,31,1234,3009.973,914.89,1940.519
5,2012,253,0,46,18,1234,-5036.39,-1732.676,-5390.312
6,2012,253,0,48,54,1234,-4997.975,-1750.992,-5652.601
7,2012,253,1,25,2,1234,-4008.292,-1836.357,-8674.241
8,2012,253,1,32,6,1234,-3746.461,-1824.988,-9143.126
1,2012,253,7,4,11,1235,4743.228,1021.934,323.516
2,2012,253,7,5,56,1235,4578.692,1009.127,530.286
3,2012,253,7,16,55,1235,3280.082,867.983,1768.438
4,2012,253,7,19,4,1235,2964.554,825.122,1985.312
5,2012,253,8,47,26,1235,-5067.791,-1606.7,-5494.142
6,2012,253,8,52,37,1235,-4982,-1641.951,-6005.43
7,2012,253,9,38,44,1235,-3540.356,-1715.41,-9543.855
8,2012,253,9,42,29,1235,-3388.692,-1707.386,-9761.105
1,2012,253,15,10,40,1236,4113.384,855.825,1070.642
2,2012,253,15,11,28,1236,4020.495,848.495,1162.005
3,2012,253,15,21,58,1236,2538.466,693.546,2245.529
4,2012,253,15,25,31,1236,1918.932,611.064,2524.699
5,2012,253,16,30,52,1236,-5195.821,-1301.193,-3667.19
6,2012,253,16,37,25,1236,-5201.264,-1379.38,-4418.907
7,2012,253,17,28,39,1236,-3979.253,-1625.007,-8903.532
8,2012,253,17,45,5,1236,-3331.537,-1614.67,-9899.833
1,2012,253,23,7,34,1237,4480.356,763.918,700.037
2,2012,253,23,7,48,1237,4456.358,763.029,727.365
3,2012,253,23,17,44,1237,3230.073,688.315,1833.367
4,2012,253,23,18,33,1237,3109.701,678.349,1915.9
5,2012,254,0,36,43,1237,-5238.746,-1235.333,-4328.652
6,2012,254,0,40,37,1237,-5221.11,-1276.601,-4758.196
7,2012,254,1,27,9,1237,-4080.925,-1519.228,-8795.441
8,2012,254,1,28,2,1237,-4048.578,-1520.519,-8854.884
1,2012,254,7,0,21,1238,5156.324,644.326,-164.886
2,2012,254,7,2,12,1238,5005.963,647.49,54.742
3,2012,254,7,14,24,1238,3718.096,627.793,1469.517
4,2012,254,7,19,15,1238,3034.033,592.698,1976.196
5,2012,254,8,42,41,1238,-5238.566,-1161.952,-4968.206
6,2012,254,8,50,52,1238,-5134.756,-1234.171,-5803.595
7,2012,254,9,42,7,1238,-3545.066,-1438.762,-9720.895
8,2012,254,9,42,58,1238,-3510.326,-1439.488,-9769.209
1,2012,254,15,0,10,1239,5192.103,511.848,-197.532
2,2012,254,15,5,4,1239,4775.013,528.413,383.852
3,2012,254,15,13,18,1239,3884.22,534.984,1337.693
4,2012,254,15,16,25,1239,3473.938,528.022,1677.463
5,2012,254,16,50,48,1239,-5168.601,-1102.174,-5786.655
6,2012,254,16,58,10,1239,-5028.766,-1159.413,-6485.106
7,2012,254,17,46,22,1239,-3411.403,-1355.796,-9951.629
8,2012,254,17,49,42,1239,-3271.145,-1360.543,-10129.162
1,2012,254,23,6,17,1240,4679.636,413.437,516.984
2,2012,254,23,7,47,1240,4530.445,419.959,693.444
3,2012,254,23,14,14,1240,3789.443,438.504,1431.465
4,2012,254,23,16,44,1240,3454.262,440.506,1701.557
5,2012,255,0,48,49,1240,-5227.161,-953.455,-5579.426
6,2012,255,0,51,45,1240,-5182.35,-979.587,-5869.381
7,2012,255,1,49,53,1240,-3302.769,-1278.416,-10133.02
8,2012,255,1,56,54,1240,-3000.311,-1292.994,-10482.906
1,2012,255,6,53,7,1241,5699.039,190.504,-1049.467
2,2012,255,6,57,44,1241,5402.823,229.948,-507.13
3,2012,255,7,9,34,1241,4360.841,317.943,891.315
4,2012,255,7,11,8,1241,4186.05,327.342,1072.178
5,2012,255,9,0,48,1241,-5029.502,-926.754,-6704.059
6,2012,255,9,2,51,1241,-4980.992,-942.79,-6885.137
7,2012,255,9,48,26,1241,-3400.811,-1190.872,-10051.046
8,2012,255,10,0,4,1241,-2898.635,-1226.908,-10625.669
1,2012,255,14,58,10,1242,5382.139,100.169,-466.321
2,2012,255,15,1,1,1242,5169.197,128.586,-128.413
3,2012,255,15,14,44,1242,3764.133,252.884,1467.387
4,2012,255,15,16,39,1242,3507.292,267.143,1674.431
5,2012,255,16,50,32,1242,-5249.172,-708.938,-5729.95
6,2012,255,17,13,22,1242,-4721.342,-901.353,-7749.352
7,2012,255,17,57,45,1242,-3036.09,-1146.245,-10513.021
8,2012,255,18,10,30,1242,-2465.179,-1191.396,-11065.304
1,2012,255,23,1,39,1243,5127.004,8.919,-63.493
2,2012,255,23,2,36,1243,5049.462,20.146,49.37
3,2012,255,23,16,1,1243,3610.706,173.977,1597.695
4,2012,255,23,17,6,1243,3461.852,185.402,1712.991
5,2012,256,0,48,45,1243,-5292.156,-562.105,-5542.218
6,2012,256,1,9,59,1243,-4844.01,-757.98,-7470.221
7,2012,256,1,55,49,1243,-3153.298,-1062.076,-10415.413
8,2012,256,1,59,0,1243,-3014.695,-1078.084,-10566.657
1,2012,256,7,1,35,1244,5137.427,-116.957,-81.588
2,2012,256,7,2,53,1244,5031.633,-99.025,72.871
3,2012,256,7,12,43,1244,4043.193,39.293,1223.392
4,2012,256,7,16,33,1244,3552.737,93.075,1645.845
5,2012,256,8,51,15,1244,-5272.548,-459.633,-5780.941
6,2012,256,8,59,33,1244,-5121.928,-542.844,-6564.373
7,2012,256,10,10,6,1244,-2551.116,-1068.149,-11041.043
